"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-09",,,"85","H,,S","95",",,S","77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-10",,,"82","H,,S","92",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-11",,,"82","H,,S","94",",,S","77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-12",,,"83","H,,S","92",",,S","76",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-13",,,"84","H,,S","92",",,S","77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-14","0.02",",,S","83","H,,S","92",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-15","0.00",",,S","80","H,,S","90",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-16","0.12",",,S","80","H,,S",,,"77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-17","1.02",",,S","82","H,,S","89",",,S","77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-18","0.01",",,S","81","H,,S","92",",,S","77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-19","0.63",",,S","83","H,,S",,,"78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-20","0.00",",,S","82","H,,S","90",",,S","77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-21",,,"81","H,,S","89",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-22",,,"80","H,,S","89",",,S","73",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-23",,,"83","H,,S",,,"76",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-24",,,"82","H,,S","92",",,S","76",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-25",,,"81","H,,S","91",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-26",,,"81","H,,S","92",",,S","71",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-27",,,"80","H,,S","92",",,S","71",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-28",,,"78","H,,S","89",",,S","67",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-29",,,"80","H,,S","89",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-30",,,"82","H,,S","92",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-10-31",,,"82","H,,S","93",",,S","75",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-01",,,"82","H,,S","92",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-02",,,"81","H,,S","92",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-03",,,"81","H,,S","92",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-04",,,"81","H,,S","91",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-05",,,"79","H,,S","92",",,S","73",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-06",,,"78","H,,S","84",",,S","73",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-07","0.00",",,S","77","H,,S","82",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-08","0.00",",,S","78","H,,S","84",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-09","0.00",",,S","76","H,,S","83",",,S","73",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-10",,,"72","H,,S","76",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-11",,,"72","H,,S",,,"69",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-12",,,"73","H,,S","76",",,S","70",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-13",,,"76","H,,S","83",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-14","0.20",",,S","79","H,,S","85",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-15","0.02",",,S","80","H,,S","88",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-16","0.00",",,S","78","H,,S","90",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-17",,,"79","H,,S","91",",,S","69",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-18",,,"80","H,,S","90",",,S","69",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-19",,,"79","H,,S","90",",,S","71",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-20",,,"78","H,,S","89",",,S","70",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-21",,,"77","H,,S","87",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-22",,,"75","H,,S","89",",,S","71",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-23",,,"77","H,,S","90",",,S","70",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-24",,,"77","H,,S","86",",,S","70",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-25",,,"76","H,,S","86",",,S","70",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-26",,,"77","H,,S","85",",,S","67",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-27",,,"74","H,,S","86",",,S","64",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-28",,,"75","H,,S","87",",,S","66",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-29",,,"76","H,,S","87",",,S","67",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-11-30",,,"75","H,,S","85",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-02",,,"72","H,,S","85",",,S","56",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-03",,,"71","H,,S","85",",,S","56",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-04",,,"70","H,,S","85",",,S","56",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-05",,,"70","H,,S","86",",,S","57",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-06",,,"71","H,,S","86",",,S","57",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-07",,,"71","H,,S","87",",,S","59",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-08",,,"73","H,,S","87",",,S","59",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-09",,,"72","H,,S","89",",,S","59",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-10",,,"73","H,,S","90",",,S","60",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-11",,,"74","H,,S","89",",,S","60",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-12",,,"75","H,,S","89",",,S","60",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-13",,,"75","H,,S","89",",,S","65",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-14",,,"69","H,,S","83",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-15",,,"68","H,,S","83",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-16",,,"70","H,,S","85",",,S","59",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-17",,,"71","H,,S","85",",,S","61",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-18",,,"70","H,,S","84",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-19",,,"69","H,,S","83",",,S","57",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-20",,,"68","H,,S","77",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-21",,,"68","H,,S","81",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-22",,,"66","H,,S","76",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-23",,,"64","H,,S","81",",,S","57",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-24",,,"66","H,,S","81",",,S","52",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-25",,,"67","H,,S","82",",,S","54",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-26",,,"68","H,,S","82",",,S","55",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-27",,,"68","H,,S","83",",,S","55",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-28",,,"70","H,,S","84",",,S","56",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-29",,,"68","H,,S","83",",,S","56",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-30",,,"69","H,,S","85",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2001-12-31",,,"71","H,,S","83",",,S","61",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-01",,,"67","H,,S",,,"60",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-02",,,"65","H,,S","80",",,S","53",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-03",,,"65","H,,S","79",",,S","53",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-04",,,"64","H,,S","80",",,S","51",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-05",,,"67","H,,S","82",",,S","52",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-06",,,"68","H,,S","80",",,S","55",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-07","0.02",",,S","71","H,,S","81",",,S","62",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-08","0.08",",,S","68","H,,S","76",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-09","0.00",",,S","69","H,,S","83",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-10",,,"72","H,,S",,,"59",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-11",,,"71","H,,S","83",",,S","59",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-12",,,"66","H,,S","86",",,S","54",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-13",,,"70","H,,S","85",",,S","54",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-14",,,"70","H,,S","85",",,S","57",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-15",,,"72","H,,S","87",",,S","59",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-16",,,"73","H,,S","91",",,S","64",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-17",,,"72","H,,S","87",",,S","61",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-18",,,"73","H,,S","87",",,S","63",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-19",,,"72","H,,S","88",",,S","61",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-20",,,"73","H,,S","88",",,S","61",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-21",,,"76","H,,S","91",",,S","61",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-22",,,"77","H,,S","90",",,S","68",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-23",,,"77","H,,S","87",",,S","69",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-24",,,"76","H,,S","88",",,S","69",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-25",,,"74","H,,S","85",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-26",,,"72","H,,S","85",",,S","62",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-27",,,"76","H,,S","87",",,S","68",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-28","0.51",",,S","75","H,,S","88",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-29","0.67",",,S","66","H,,S","74",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-30","0.55",",,S","66","H,,S","73",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-01-31","0.00",",,S","68","H,,S","77",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-01",,,"69","H,,S","81",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-02",,,"70","H,,S","85",",,S","56",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-03",,,"69","H,,S","85",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-04",,,"70","H,,S","83",",,S","56",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-05",,,"71","H,,S","86",",,S","57",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-06",,,"74","H,,S","89",",,S","58",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-07",,,"74","H,,S","89",",,S","63",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-08",,,"76","H,,S","89",",,S","63",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-09",,,"74","H,,S","89",",,S","67",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-10",,,"76","H,,S","91",",,S","64",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-11",,,"78","H,,S","92",",,S","64",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-12",,,"78","H,,S",,,,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-13",,,"75","H,,S","89",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-14",,,"75","H,,S","89",",,S","63",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-15",,,"75","H,,S","89",",,S","66",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-16",,,"76","H,,S","90",",,S","65",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-17",,,"80","H,,S","92",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-18",,,"74","H,,S","93",",,S","67",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-19",,,"80","H,,S","94",",,S","68",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-20",,,"79","H,,S","95",",,S","71",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-21",,,"80","H,,S","95",",,S","69",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-22",,,"80","H,,S","95",",,S","69",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-23",,,"81","H,,S","97",",,S","68",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-24",,,"81","H,,S","96",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-25",,,"83","H,,S","98",",,S","71",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-26",,,"78","H,,S",,,"72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-27",,,"79","H,,S","92",",,S","70",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-02-28",,,"79","H,,S","93",",,S","70",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-01","0.31",",,S","79","H,,S","93",",,S","71",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-02","0.00",",,S","82","H,,S","95",",,S","71",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-03",,,"82","H,,S","96",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-04",,,"82","H,,S","92",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-05",,,"81","H,,S","94",",,S","73",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-06",,,"81","H,,S","93",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-07",,,"81","H,,S","90",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-08",,,"79","H,,S","91",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-09",,,"81","H,,S","94",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-10",,,"82","H,,S","101",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-11",,,"85","H,,S","100",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-12",,,"85","H,,S","97",",,S","76",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-13",,,"83","H,,S","97",",,S","75",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-14",,,"85","H,,S","98",",,S","75",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-15",,,"83","H,,S","99",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-16",,,"84","H,,S","99",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-17",,,"84","H,,S","100",",,S","70",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-18",,,"83","H,,S","100",",,S","74",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-19",,,"81","H,,S","100",",,S","68",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-20",,,"80","H,,S","100",",,S","68",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-21",,,"83","H,,S","97",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-22",,,"83","H,,S","98",",,S","73",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-23",,,"84","H,,S","100",",,S","71",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-24",,,"85","H,,S","98",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-25",,,"85","H,,S","96",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-26",,,"84","H,,S","94",",,S","79",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-27",,,"83","H,,S","96",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-28",,,"84","H,,S","93",",,S","77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-29",,,"82","H,,S","91",",,S","75",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-30",,,"87","H,,S","100",",,S","72",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-03-31",,,"87","H,,S","100",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-01",,,"87","H,,S","97",",,S","79",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-02","0.02",",,S","83","H,,S","94",",,S","73",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-03","0.00",",,S","86","H,,S","96",",,S","77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-04","0.04",",,S","85","H,,S","96",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-05","0.00",",,S","88","H,,S","97",",,S","75",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-07",,,"87","H,,S","100",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-08",,,"88","H,,S","101",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-09","0.00",",,S","87","H,,S","105",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-10",,,"86","H,,S","102",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-11",,,"81","H,,S","97",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-12","0.01",",,S","80","H,,S","98",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-13","0.00",",,S","83","H,,S","96",",,S","69",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-14",,,"85","H,,S","96",",,S","77",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-15",,,"87","H,,S","98",",,S","80",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-16",,,"86","H,,S","98",",,S","80",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-17",,,"88","H,,S","98",",,S","80",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-18",,,"87","H,,S","99",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-19",,,"87","H,,S","99",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-20",,,"88","H,,S","102",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-21","0.04",",,S","89","H,,S","107",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-22","0.00",",,S","90","H,,S","108",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-23",,,"87","H,,S","97",",,S","61",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-24",,,"88","H,,S","100",",,S","80",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-25",,,"87","H,,S","100",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-26",,,"87","H,,S","97",",,S","82",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-27","0.00",",,S","89","H,,S","104",",,S","78",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-28",,,"89","H,,S",,,,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-29",,,"90","H,,S","104",",,S","81",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-04-30","0.00",",,S","87","H,,S","100",",,S","81",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-01","0.00",",,S","88","H,,S","99",",,S","82",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-02",,,"88","H,,S","100",",,S","82",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-03",,,"89","H,,S","102",",,S","80",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-04",,,"89","H,,S","103",",,S","83",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-05",,,"92","H,,S","104",",,S","83",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-06",,,"90","H,,S",,,"83",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-07","0.02",",,S","93","H,,S","108",",,S","80",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-08","0.00",",,S","90","H,,S","105",",,S","83",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-09",,,"91","H,,S","106",",,S","82",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-10",,,"92","H,,S","105",",,S","84",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-11",,,"90","H,,S","103",",,S","84",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-12",,,"95","H,,S","112",",,S","84",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-13",,,"94","H,,S","105",",,S","84",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-14",,,"89","H,,S","102",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-15","0.98",",,S","83","H,,S","98",",,S","73",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-16","0.00",",,S","85","H,,S","94",",,S",,
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-17",,,"88","H,,S","99",",,S","80",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-18",,,"88","H,,S","100",",,S","79",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-19",,,"94","H,,S","113",",,S","84",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-20",,,"96","H,,S","115",",,S","84",",,S"
"IN017111200","BHUBANESWAR, IN","20.25","85.833","46.0","2002-05-21",,,"94","H,,S","108",",,S","84",",,S"
